STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY ,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,WQI,class
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,20,5.9,7.2,703,5.4,2.05,1950,21000,141.2211586,Unsuitable for drinking
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,21,5.3,7.4,1095,27,3.35,48000,217500,1399.946254,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,21,5.7,7.3,732,10.7,2.4,5450,45500,273.6195791,Unsuitable for drinking
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21,5,7.2,983,26.1,3.05,32250,135000,1023.668274,Unsuitable for drinking
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,20,5,7.3,748,7.4,2.65,12500,90000,413.4014412,Unsuitable for drinking
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,20,5.1,7.2,760,13.5,2.55,22000,122500,682.2732609,Unsuitable for drinking
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,21,4.5,7.2,856,23.8,3.45,34000,232500,1065.854903,Unsuitable for drinking
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,21,4.4,7.2,1184,18.1,3.75,17250,70000,610.0595496,Unsuitable for drinking
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,20,4.5,7.4,1186,22.7,3.07,13000,78333,561.6040159,Unsuitable for drinking
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,21,5.2,7.5,1036,28.5,3.55,28750,155000,976.2752272,Unsuitable for drinking
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,21,5.4,7.8,438,1.7,0.41,3,6,73.40520667,Poor
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,19,5,3.2,630,7,2.5,27,33,43.19624116,Good
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,28,6.1,7.7,120,1.36,0.0125,264,350,71.02227797,Poor
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29,5.4,7.3,141,2.67,0.08,285,510,79.55330667,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28,5.8,7.8,161,2.93,0.1,518,588,93.78352551,Very Poor
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,25,7,7.7,448,0.4,0.2,17,42,52.76077536,Poor
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,25,4.8,7.5,20360,8.8,0.2,23,65,138.7477884,Unsuitable for drinking
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,27,4.9,7.7,904,3.6,1.994285714,13950,32750,406.6015567,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,28,6.4,8,477,2.4,0.506666667,12325,22825,355.618266,Unsuitable for drinking
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,29,6.7,7.9,14111,2.9,0.63,10725,21000,324.1164696,Unsuitable for drinking
1865,RIVER DHADHAR AT KOTHWADA,GUJARAT,28,5.7,7.6,868,4.2,0.4,5,57,90.76887246,Very Poor
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,30,6.2,8,899,3.1,0.807142857,10275,16500,316.206032,Unsuitable for drinking
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,26,4.8,7.6,14426,10.4,0.1,32,148,153.5477351,Unsuitable for drinking
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,27,6.2,7.4,29920,3.6,0.2,14,41,86.14519101,Very Poor
1434,AMLAKHADI AT ANKLESHWAR,GUJARAT,27,2.783333333,7.5,5414,359,0.1,3,14,3244.667835,Unsuitable for drinking
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,27,4.2,7.8,589,4,0.64,23575,50250,631.5910968,Unsuitable for drinking
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30,6.8,7.5,2870,2.5,0.1,582,1114,82.08439594,Very Poor
1475,ZUARI AT PANCHAWADI,GOA,29,6.5,6.9,1690,1.5,0.1,555,1331,63.45109681,Poor
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29,6.5,7.1,3110,1.6,0.1,1243,2056,83.48499681,Very Poor
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,29,6.4,7.7,44000,2.3,0.1,814,1287,99.92420377,Very Poor
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27,7.2,7.2,70,1.6,0.1,1554,2887,88.24050812,Very Poor
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,28,7.2,6.8,60,2.1,0.1,5778,10403,180.7242281,Unsuitable for drinking
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,28,7.4,7.1,80,1.4,0.1,475,1010,59.5152942,Poor
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,28,7.2,6.9,80,1.3,0.1,1009,1938,68.12582812,Poor
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29,7.4,7,66,2,0.1,700,1451,68.1569342,Poor
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28,6.3,6.6,66,1.6,0.1,1427,3293,79.43603072,Very Poor
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,26,6.4,7.3,103,4,0.24,126,753,83.06429043,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,27,6.7,7.4,103,3.9,0.22,64,644,81.0754629,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,28,6.6,7.5,97,3.7,0.25,16,169,80.35880986,Very Poor
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28,5.7,7.2,531,5.3,0.75,116,456,96.06707913,Very Poor
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,25,6.4,7.1,113,3.9,0.47,60,400,77.1981771,Very Poor
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,25,6.6,7.2,88,3.9,0.45,228,1146,81.84123652,Very Poor
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,22,6.2,7.3,117,4,0.5,169,638,84.98297101,Very Poor
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28,5.5,6.6,1314,1.7,0.4,290,668,58.77208638,Poor
18,"PERIYAR AT KALADY, KERALA",KERALA,27,7.5,6.8,32,0.8,0.3,200,738,42.38897391,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28,6.7,6.8,42,1,0.4,230,804,48.6987229,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28,6.9,6.7,73,0.5,0.2,688,1242,51.77766232,Poor
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,28,6.8,6.9,7920,0.5,0.2,391,813,50.79900928,Poor
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,29,7.4,7.2,49,1.1,0.3,327,641,55.25876087,Poor
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28,7.2,6.8,58,1.5,0.3,173,556,49.39761478,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,29,6.8,6.6,115,2,0.5,148,635,51.77524928,Poor
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,28,0.8,6.8,2156,7.4,1,14825,20733,461.2002133,Unsuitable for drinking
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,26,7.1,6.1,34,0.6,0.5,1300,1975,54.99536841,Poor
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,26,5.9,6.2,52,0.5,0.6,1100,1775,57.17010522,Poor
1565,"PAMBA DOWN, KERALA",KERALA,26,5.1,6.2,55,1.1,0.4,1275,2000,70.2257942,Poor
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26,6.7,6.2,43,0.7,0.4,1325,2100,60.1119629,Poor
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,26,5.8,6.2,34,0.6,0.3,975,1625,55.70413217,Poor
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26,6.4,6.2,39,0.7,0.4,1375,1900,62.61534377,Poor
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,26,6.6,6.3,41,0.6,0.3,1033,1442,54.83451652,Poor
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26,5.4,6.2,47,0.7,0.5,1250,1825,64.65990667,Poor
1442,"VAMANAPURAM, KERALA",KERALA,28,6.7,6.7,80,1.3,0.5,1655,3050,81.62423623,Very Poor
1563,"AMARAVILA, KERALA",KERALA,27,6.4,7,112,1.4,0.7,3850,5725,138.2876038,Unsuitable for drinking
1564,"AYUR, KERALA",KERALA,29,6.3,7.1,83,1,0.4,643,1080,65.02811072,Poor
1566,"THIRURANGADY, KERALA",KERALA,28,6.2,6.5,95,0.8,1.2,1075,2550,63.28350435,Poor
1567,"KUTTIYADY ESTATE, KERALA",KERALA,28,6.9,6.4,41,0.5,0.2,83,285,32.98158232,Good
1568,"VALAYAM, KERALA",KERALA,27,6.8,6.5,51,0.5,0.2,98,435,35.56536928,Good
1569,"THALIPARAMBA, KERALA",KERALA,28,6.6,6.9,11654,0.7,0.3,338,963,53.22569652,Poor
1570,"HOSDURG, KERALA",KERALA,28,7,7.2,11962,0.3,0.3,68,550,46.9784487,Good
1571,"KAKKADAVU,  KERALA",KERALA,28,7.5,6.9,52,0.5,0.2,138,685,40.08098058,Good
1572,"PADIYATHADKA, KERALA",KERALA,28,7.4,6.8,68,0.3,0.2,160,725,37.55418754,Good
1573,"IRUMPANAM, KERALA",KERALA,29,2.8,6.6,1239,2.3,0.6,263,645,76.47624087,Very Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,28,6.2,7.6,380,0.5,0.5,1318,24583,89.92763101,Very Poor
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,30,7.9,7.9,382,2.1,0.21,993,2700,89.09232609,Very Poor
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,28,8.1,8,21030,1.7,0.51,146,463,71.68987217,Poor
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,30,7.2,7.7,244,1.2,0.51,980,1793,80.53673478,Very Poor
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,32,6.7,7.6,231,1.5,0.56,1460,3133,94.76717623,Very Poor
1159,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",TAMIL NADU,26,7.5,6.5,65,1,0.15,108,319,36.81685391,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,28,6.8,6.5,88,0.9,0.11,111,233,39.34732928,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,29,6.8,6.5,128,1.8,0.15,295,507,51.45398261,Poor
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,32,7.8,7.2,250,1.9,0.15,128,249,55.95969304,Poor
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,28,7.2,6.4,71,1.2,0.12,67,165,37.35257478,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,27,7.4,6.5,71,1.5,0.12,98,189,41.47238087,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,31,7.6,7.1,428,2.5,0.15,226,443,62.74470696,Poor
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28,6.8,7.2,856,2.1,0.32,213,348,64.59314928,Poor
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27,7.3,7.3,152,2,1.28,333,998,65.78359449,Poor
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,28,6.9,7.2,58,1,0.67,14,55,49.77520899,Good
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,29,7,7.2,56,1,0.426666667,4,16.5,49.03760758,Good
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,22,7.9,7.9,385,2.5,0.25,11,24,70.34723942,Poor
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,24,4.9,7.6,972,19.6,1.8,328,718,238.3980348,Unsuitable for drinking
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,20,7.4,7.5,413,2.1,1.23,1663,10775,101.2556009,Unsuitable for drinking
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",PUNJAB,21,6.1,7.8,632,8.1,2.9,37250,162500,985.912698,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,21,6.7,7.6,425,7.4,2.88,22250,78750,623.3850496,Unsuitable for drinking
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",PUNJAB,21,6.3,7.7,619,7.3,3.28,28250,125000,769.0216107,Unsuitable for drinking
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22,6.5,7.7,686,9.8,2.6,19750,105000,597.8798301,Unsuitable for drinking
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,21,6.4,7.8,754,13.8,2.53,56500,227500,1474.637224,Unsuitable for drinking
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",PUNJAB,21,6.2,7.6,457,3.7,2.23,8633,49000,285.4933577,Unsuitable for drinking
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,21,6,7.8,690,9.6,3,16250,117500,525.6954783,Unsuitable for drinking
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",PUNJAB,21,5.9,7.8,692,11.1,3.5,94000,222500,2280.884672,Unsuitable for drinking
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,19,5.6,7.4,168,2.2,0.38,5,16,69.90875275,Poor
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,20,8.1,7.2,221,5.4,1.95,213,373,87.59463217,Very Poor
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",MEGHALAYA,18,6.1,3.1,738,5.5,2.73,32,45,23.0523313,Excellent
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,16,8,7,164,1.7,1.6,1600,2067,82.82589246,Very Poor
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,19,5.4,7.2,153,1.7,1.78,213,278,67.77713333,Poor
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,18,7,7,161,1.7,2.43,250,375,57.5196087,Poor
1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",TRIPURA,27,5.2,7.4,120,1.4,0.05,203,280,69.13874058,Poor
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,27,4.7,7.4,139,3.141111111,0.11,308,440,89.32293092,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,27,5.4,7.4,128,3,0.06,353,565,85.72032,Very Poor
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,25,7.1,7.94,307.5,1.52,0.11,26,50,66.52023841,Poor
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,25.5,3.49,7.02,25950,9.2,0.23,378,1400,149.6303075,Unsuitable for drinking
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,22,5.35,7.94,735,4.7,0.84,27650,15000,717.0418835,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,25.5,7.05,8,535,4.7,1.2,13400,33500,399.0453652,Unsuitable for drinking
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,29.67,6.5,8.14,16410,5.3,1.4,9200,2400,313.2853101,Unsuitable for drinking
1865,RIVER DHADAR AT KOTHADA,GUJARAT,25.5,5.3625,7.88,896.5,15,0.42,3,10,192.8088576,Unsuitable for drinking
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,29,5.6,8.17,3660,4.6,0.46,4500,6867,206.1444594,Unsuitable for drinking
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,26.5,6.08,7.7,933,3.2,0.15,450,1550,91.9746687,Very Poor
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,26.5,6.06,7.6,6715,4.3,0.22,45,140,92.09107942,Very Poor
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,28,2.783333333,7.22,15580,431.5,0.4,7,8,3883.933435,Unsuitable for drinking
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,27,7.93,8.32,2160,1.46,0.28,4,5,68.52293333,Poor
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,25.67,4.9,7.94,504.7,3.1,0.6,1810,2367,131.1234088,Unsuitable for drinking
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,27.75,6.62,7.72,149.3,2.17,0.12,2,60,70.20214513,Poor
1475,ZUARI AT PANCHAWADI,GOA,27.75,5.18,6.95,464,1.5,0.7,75,255,59.62060464,Poor
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,30,6.4,7.45,142.8,2.02,0.16,1787,4073,105.5798398,Unsuitable for drinking
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,26.67,7.4,6.73,344.3,1.7,0.9,33,160,45.93810687,Good
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,28.75,7.6,6.78,213.3,1.3,0.17,133,3275,45.08979962,Good
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,28,7.35,7.1,214.8,1.42,0.15,41,285,50.21710035,Poor
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,28.25,7.68,6.88,103.3,1.02,3.37,18,96,41.04715672,Good
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,27.25,7.12,7.55,418.3,1.72,0.45,18,106,61.32109035,Poor
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.5,7,6.72,497.3,1.58,0.14,1956,5425,90.23378136,Very Poor
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,27.71,6.54,7.23,130.4,4.01,0.31,8,187,78.54545003,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,28.71,6.7,7.31,121.5,3.86,0.26,9,162,77.84588623,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,28.67,7.1,7.51,102.5,4.63,0.21,10,152,86.21983174,Very Poor
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.67,6.33,7.28,542,5.4,7.19,15,207,93.72987797,Very Poor
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,26.71,6.47,7.38,204.3,3.73,0.31,10,174,79.0652489,Very Poor
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.29,6.37,7.06,214,4.5,0.35,18,292,81.01644319,Very Poor
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,19.33,6.7,7.44,153.3,4.4,0.65,23,305,85.27326223,Very Poor
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,29.08,6.2,6.46,881.1,1.76,0.33,253,541,52.55666635,Poor
18,"PERIYAR AT KALADY, KERALA",KERALA,27.42,7.29,6.59,82.9,1.07,0.23,222,470,42.57448119,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.29,6.52,6.5,124.1,1.31,0.23,334,844,49.40747475,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28.6,6.92,6.95,185.4,0.47,0.11,165,433,44.03449293,Good
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,28.67,6.8,7.04,8489.9,0.41,0.15,238,473,49.09654061,Good
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,27.79,7.08,7.25,107.3,0.99,0.37,238,384,54.68955846,Poor
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28.14,7.01,6.71,151.4,1.4,0.4,262,485,49.84684133,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,27.5,6.79,6.65,119.3,1.64,0.4,294,574,52.70783064,Poor
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,28.57,4.1,6.78,511.4,6.79,1.37,2150,3100,155.2593051,Unsuitable for drinking
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27,6.9,6.8,224,0.73,0.44,2000,2500,84.88104232,Very Poor
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,26.5,6.87,6.83,292.7,0.63,0.57,1900,2400,82.45829574,Very Poor
1565,"PAMBA DOWN, KERALA",KERALA,26.25,6.47,6.6,240,1.03,0.66,2100,2733,88.42214957,Very Poor
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26.75,6.67,6.93,268,0.93,0.89,2333,3300,97.60892232,Very Poor
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,26.75,6.97,6.93,268,0.83,0.4,1600,2233,78.79284812,Very Poor
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.5,6.73,6.87,324,0.93,0.46,1973,2233,88.05323681,Very Poor
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,27,6.71,6.96,143.4,0.67,0.45,1457,2171,75.95226887,Very Poor
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26.75,6.73,6.73,242.7,0.9,0.74,1867,2833,83.15940414,Very Poor
1442,"VAMANAPURAM, KERALA",KERALA,28,7.23,6.87,75.7,1.1,0.85,1600,2300,78.91209603,Very Poor
1563,"AMARAVILA, KERALA",KERALA,27,6.23,6.9,104.7,0.87,1.27,1300,2233,75.61536559,Very Poor
1564,"AYUR, KERALA",KERALA,28.5,6.87,7.07,336.7,0.53,0.28,60,455,44.62556907,Good
1566,"THIRURANGADY, KERALA",KERALA,28.5,6.43,6.67,339.3,0.6,0.29,440,967,48.93029701,Good
1567,"KUTTIYADY ESTATE, KERALA",KERALA,29,7.03,6.53,141.3,0.53,0.14,193,740,37.42513528,Good
1568,"VALAYAM, KERALA",KERALA,28.75,6.63,7.07,237,0.63,0.45,337,800,52.85963043,Poor
1569,"THALIPARAMBA, KERALA",KERALA,28,6.83,7,18389,0.7,0.34,173,583,51.61116986,Poor
1570,"HOSDURG, KERALA",KERALA,29.5,6.33,7.17,24535.7,0.7,0.33,140,447,57.5597653,Poor
1571,"KAKKADAVU,  KERALA",KERALA,28,7.03,7.03,241,0.27,0.23,345,1260,47.30898928,Good
1572,"PADIYATHADKA, KERALA",KERALA,28.5,7,7.13,302,0.7,0.17,323,933,52.44439536,Poor
1573,"IRUMPANAM, KERALA",KERALA,29,3.5,6.57,1285.3,2.13,0.35,220,443,70.07110484,Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,28.86,6.24,7.25,405.6,0.86,1.27,3333,21469,130.7821549,Unsuitable for drinking
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,21,6.9,8.2,211,2.8,2.12,1400,2200,114.3635023,Unsuitable for drinking
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,24,7.8,8.5,197,0.6,3.01,1700,3500,102.7775464,Unsuitable for drinking
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,27.5,7.95,6.56,188.5,1.5,0.08,24,66,38.22701928,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,29,5.8,6.6,107,1,0.26,25,58,44.86087884,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,31.25,6.98,6.72,144.3,1.5,0.22,34,98,45.90478542,Good
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,29.34285714,5.35,7.19,216.3,1.32,0.26,11,31,59.80951614,Poor
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,30,7.52,6.61,93.3,1.5,0.28,10,26,40.84641586,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,29,7.15,6.56,141,1.1,0.25,22,73,38.50039159,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,29.05714286,4.32,7.04,547,2.08,0.25,25,109,69.28645246,Poor
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,27.5,6.92,7.63,552,2,0.22,325,570,73.04167159,Poor
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27.25,6.82,7.12,299.3,3.67,1.52,316,771,79.38385788,Very Poor
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,26.67,6.7,7.27,92.7,1.33,0.426666667,6,41,54.67489245,Poor
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,26.33,6.75,7.3,169.3,1.67,0.67,29,47,58.51790542,Poor
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,17.67,6.03,7.37,323.3,3.27,0.67,2390,6867,131.0725115,Unsuitable for drinking
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,16.5,5.1,7.85,785,12,1.65,3050,36500,242.4713609,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,18,4.87,7.37,568,12,1.37,3500,27667,243.1684475,Unsuitable for drinking
